application_id,age,income,employment_length,loan_amount,loan_purpose,debt_to_income,credit_history_length,num_credit_lines,utilization_rate,home_ownership,num_delinquencies,default
APP0015845,32,62924,1,33878,medical,0.198,9,4,34.9,MORTGAGE,2,0
APP0015846,49,106683,11,24304,wedding,0.074,10,6,29.7,MORTGAGE,1,0
APP0015847,24,95466,3,10743,car,0.188,5,3,28.1,RENT,1,0
APP0015848,47,39495,7,7473,major_purchase,0.111,28,12,39.0,MORTGAGE,0,0
APP0015849,24,47199,4,21622,car,0.128,2,1,33.6,RENT,1,0
APP0015850,27,29958,5,7137,medical,0.288,3,5,28.0,OWN,2,1
APP0015851,33,29187,4,7440,wedding,0.38,3,5,30.9,RENT,2,0
APP0015852,47,20000,4,4711,vacation,0.19,14,9,15.1,OWN,0,0
APP0015853,56,117886,19,39313,medical,0.148,27,13,17.3,MORTGAGE,1,0
APP0015854,24,91257,5,61212,debt_consolidation,0.284,5,3,29.2,RENT,2,0
APP0015855,56,145185,32,44390,home_improvement,0.103,27,12,32.3,MORTGAGE,0,0
APP0015856,49,37382,27,17518,other,0.154,19,11,19.6,OWN,2,0
APP0015857,39,78823,17,38741,medical,0.216,0,2,39.9,MORTGAGE,0,0
APP0015858,32,99107,13,161518,other,0.479,7,5,55.8,MORTGAGE,0,0
APP0015859,39,60867,19,18289,medical,0.16,7,6,46.1,RENT,0,0
APP0015860,52,57263,19,23028,other,0.199,3,3,20.4,RENT,0,0
APP0015861,21,23077,1,9252,wedding,0.24,0,2,35.0,MORTGAGE,0,0
APP0015862,29,50793,1,19090,vacation,0.155,4,3,25.2,RENT,1,1
APP0015863,45,28640,20,13222,debt_consolidation,0.207,20,9,11.8,MORTGAGE,0,0
APP0015864,40,66935,0,16898,medical,0.172,1,4,3.6,MORTGAGE,0,0
APP0015865,47,34768,27,19916,home_improvement,0.232,11,7,52.1,MORTGAGE,0,0
APP0015866,35,55321,9,36024,medical,0.351,3,3,34.4,OWN,0,1
APP0015867,40,35517,7,11104,debt_consolidation,0.265,0,4,4.9,RENT,3,1
APP0015868,38,47973,18,31199,wedding,0.243,1,2,33.0,RENT,0,0
APP0015869,50,22389,20,7115,vacation,0.178,10,6,45.7,RENT,0,0
APP0015870,54,38999,1,23467,other,0.24,32,15,22.6,MORTGAGE,0,0
APP0015871,50,86158,12,34418,home_improvement,0.143,23,7,19.5,MORTGAGE,0,0
APP0015872,34,102101,15,10274,debt_consolidation,0.11,3,1,27.0,MORTGAGE,0,0
APP0015873,46,49182,16,13719,vacation,0.194,26,9,27.9,MORTGAGE,0,0
APP0015874,40,43345,19,7410,major_purchase,0.297,12,8,11.2,MORTGAGE,0,0
APP0015875,37,54079,4,11636,debt_consolidation,0.143,3,2,35.1,OWN,0,0
APP0015876,30,61428,5,17595,other,0.14,1,4,29.6,MORTGAGE,3,0
APP0015877,37,34475,9,6136,major_purchase,0.133,2,3,42.1,RENT,1,1
APP0015878,21,89239,0,60293,vacation,0.354,0,2,43.3,RENT,1,0
APP0015879,35,51428,2,37390,home_improvement,0.3,4,3,30.7,RENT,0,0
APP0015880,23,41136,2,6517,debt_consolidation,0.045,0,3,13.4,RENT,1,0
APP0015881,50,31384,9,16164,vacation,0.298,0,5,48.8,MORTGAGE,0,0
APP0015882,28,30047,9,7351,vacation,0.174,7,3,41.8,MORTGAGE,1,0
APP0015883,28,51257,4,27942,debt_consolidation,0.182,6,6,19.2,RENT,1,0
APP0015884,23,70382,1,22903,wedding,0.14,2,2,19.8,MORTGAGE,0,0
APP0015885,32,51082,9,6634,medical,0.14,7,2,36.6,RENT,1,0
APP0015886,33,68672,4,17684,debt_consolidation,0.256,9,10,20.3,MORTGAGE,0,0
APP0015887,32,30113,10,5952,medical,0.237,3,3,43.2,RENT,0,0
APP0015888,35,94953,12,22227,other,0.278,11,4,32.7,MORTGAGE,0,0
APP0015889,27,29940,2,13095,car,0.178,8,8,17.1,RENT,0,0
APP0015890,36,26318,17,4362,debt_consolidation,0.08,8,4,36.5,MORTGAGE,0,0
APP0015891,27,23243,7,11087,medical,0.361,3,3,59.8,OWN,1,1
APP0015892,21,157133,2,50686,car,0.14,1,2,34.8,MORTGAGE,1,0
APP0015893,36,33906,11,10564,debt_consolidation,0.278,15,5,33.9,RENT,0,0
APP0015894,51,63915,19,15229,major_purchase,0.206,29,16,46.3,RENT,0,0
APP0015895,23,90078,4,75243,home_improvement,0.295,3,2,59.0,MORTGAGE,0,0
APP0015896,52,77287,17,17258,car,0.114,28,8,68.2,RENT,0,0
APP0015897,50,37882,3,16878,other,0.296,3,2,9.8,RENT,0,0
APP0015898,25,26411,1,6941,car,0.276,2,4,21.7,MORTGAGE,1,1
APP0015899,33,27355,5,8041,debt_consolidation,0.228,1,3,48.3,RENT,0,0
APP0015900,21,97899,0,28478,wedding,0.197,0,2,62.2,RENT,0,1
APP0015901,58,99610,17,14183,medical,0.075,27,11,37.1,OWN,0,0
APP0015902,37,34312,11,11115,wedding,0.171,14,5,27.4,MORTGAGE,0,0
APP0015903,30,29969,1,13617,home_improvement,0.22,3,6,10.3,RENT,0,0
APP0015904,40,76774,11,21637,debt_consolidation,0.325,10,8,52.4,RENT,0,0
APP0015905,27,35255,2,2252,car,0.144,0,1,11.3,MORTGAGE,1,1
APP0015906,44,28454,6,11568,debt_consolidation,0.3,14,9,40.5,RENT,1,1
APP0015907,45,113171,26,27935,debt_consolidation,0.123,12,1,15.3,OWN,0,0
APP0015908,49,50613,6,8766,wedding,0.341,6,2,20.0,RENT,0,0
APP0015909,40,107915,17,31348,wedding,0.361,3,3,48.6,MORTGAGE,1,0
APP0015910,32,41474,1,8898,medical,0.209,12,6,5.2,MORTGAGE,0,0
APP0015911,48,81508,18,12552,debt_consolidation,0.109,18,13,24.8,MORTGAGE,0,0
APP0015912,39,30753,7,15996,car,0.196,2,2,49.3,RENT,0,1
APP0015913,50,33149,30,11602,other,0.158,1,4,18.5,RENT,0,0
APP0015914,39,39269,15,9558,major_purchase,0.19,12,13,30.5,OWN,0,0
APP0015915,32,45131,4,10893,home_improvement,0.149,12,6,19.9,MORTGAGE,0,0
APP0015916,45,84069,10,24359,debt_consolidation,0.183,22,10,19.1,MORTGAGE,1,0
APP0015917,43,57429,21,12937,car,0.381,23,9,4.1,OWN,1,0
APP0015918,25,68975,5,47142,wedding,0.197,4,6,42.4,RENT,1,1
APP0015919,21,23770,2,4771,debt_consolidation,0.125,1,4,31.5,MORTGAGE,0,1
APP0015920,47,34085,22,7642,home_improvement,0.205,24,9,41.1,MORTGAGE,0,0
APP0015921,54,50031,20,14703,wedding,0.131,24,11,33.0,MORTGAGE,1,0
APP0015922,25,72816,3,24839,other,0.172,5,6,10.2,RENT,0,0
APP0015923,31,69163,8,18330,major_purchase,0.285,5,4,23.4,RENT,0,0
APP0015924,25,41815,2,6653,major_purchase,0.334,3,3,23.6,RENT,0,0
APP0015925,25,28132,0,4210,debt_consolidation,0.372,3,4,15.1,RENT,3,1
APP0015926,48,113401,24,100023,major_purchase,0.433,18,9,30.5,OWN,0,0
APP0015927,34,67775,4,9323,debt_consolidation,0.371,14,5,64.3,OWN,0,0
APP0015928,29,81513,5,18623,wedding,0.158,5,4,17.4,MORTGAGE,0,0
APP0015929,25,25817,4,3157,debt_consolidation,0.082,1,3,22.8,MORTGAGE,2,0
APP0015930,26,49125,0,23412,wedding,0.188,0,1,15.9,MORTGAGE,0,1
APP0015931,32,57140,10,15092,vacation,0.183,11,6,39.4,MORTGAGE,0,1
APP0015932,62,73846,2,21637,other,0.255,7,5,34.5,OWN,0,1
APP0015933,47,53122,2,20105,car,0.17,0,5,25.4,MORTGAGE,0,1
APP0015934,36,168353,15,81252,home_improvement,0.356,10,6,27.6,MORTGAGE,0,0
APP0015935,30,52507,6,21571,wedding,0.186,4,3,8.1,MORTGAGE,0,0
APP0015936,50,51459,26,33989,medical,0.26,30,7,25.4,OWN,0,0
APP0015937,21,29415,0,9245,debt_consolidation,0.124,0,2,26.5,MORTGAGE,0,0
APP0015938,39,68101,14,25795,car,0.118,7,6,15.9,MORTGAGE,0,0
APP0015939,35,31207,11,17023,medical,0.334,12,8,17.9,MORTGAGE,1,0
APP0015940,42,54038,14,16625,major_purchase,0.088,12,9,58.8,RENT,0,0
APP0015941,46,67390,4,6941,wedding,0.095,8,4,10.0,RENT,0,0
APP0015942,48,36492,16,9115,other,0.244,15,10,18.4,OWN,0,1
APP0015943,29,30411,6,11475,major_purchase,0.36,2,4,23.5,MORTGAGE,0,0
APP0015944,33,31570,8,5768,other,0.268,7,6,28.6,OWN,0,0
APP0015945,41,67426,22,20408,debt_consolidation,0.166,3,3,17.0,RENT,0,0
APP0015946,43,60746,12,33675,car,0.323,8,5,26.7,OWN,0,0
APP0015947,21,34219,1,8826,home_improvement,0.145,1,3,37.2,MORTGAGE,3,1
APP0015948,28,37076,9,12570,medical,0.181,4,3,26.4,RENT,2,1
APP0015949,42,56662,18,11153,vacation,0.079,11,10,5.9,RENT,1,0
APP0015950,42,55195,2,12494,car,0.225,11,3,27.2,OWN,0,0
APP0015951,21,159686,0,37335,home_improvement,0.217,1,3,20.2,OWN,1,0
APP0015952,37,187324,9,58461,home_improvement,0.142,9,8,39.1,MORTGAGE,0,0
APP0015953,45,35806,16,16366,vacation,0.167,21,3,32.8,MORTGAGE,0,1
APP0015954,21,37810,0,6790,car,0.232,0,3,29.5,RENT,1,1
APP0015955,52,82253,29,31172,debt_consolidation,0.195,30,10,13.1,OWN,0,0
APP0015956,41,24909,13,6699,medical,0.269,10,7,28.7,RENT,3,0
APP0015957,21,79185,0,24879,vacation,0.169,0,2,15.3,MORTGAGE,0,0
APP0015958,39,61120,0,20157,other,0.192,1,3,9.5,MORTGAGE,0,0
APP0015959,40,63625,5,9519,other,0.258,14,5,7.9,OWN,0,0
APP0015960,35,53685,8,20116,home_improvement,0.246,7,1,6.9,MORTGAGE,0,0
APP0015961,27,60638,2,19425,wedding,0.205,2,3,12.2,RENT,0,0
APP0015962,21,79628,1,15800,debt_consolidation,0.295,2,6,27.8,OWN,0,0
APP0015963,38,26140,3,7576,vacation,0.357,14,5,11.1,RENT,2,0
APP0015964,46,81253,4,9495,other,0.193,25,10,49.2,MORTGAGE,0,0
APP0015965,27,71177,4,10779,other,0.221,7,3,48.4,MORTGAGE,2,0
APP0015966,21,75521,2,27413,home_improvement,0.148,0,4,18.6,MORTGAGE,0,0
APP0015967,49,102357,20,33828,vacation,0.248,3,7,8.2,MORTGAGE,0,0
APP0015968,43,27662,11,7478,medical,0.197,1,4,7.0,RENT,0,1
APP0015969,21,71227,0,5876,wedding,0.063,2,1,22.9,OWN,0,0
APP0015970,30,119506,6,31060,home_improvement,0.181,9,8,29.4,MORTGAGE,1,0
APP0015971,36,148511,8,63072,car,0.161,4,5,22.6,OWN,0,0
APP0015972,38,86411,0,22707,other,0.315,16,3,24.5,RENT,2,1
APP0015973,24,73912,4,22193,wedding,0.215,2,4,17.5,RENT,1,0
APP0015974,51,38509,15,9271,major_purchase,0.301,4,4,12.1,MORTGAGE,1,1
APP0015975,38,126261,2,51555,medical,0.091,9,7,16.0,MORTGAGE,0,0
APP0015976,29,123249,3,50442,medical,0.148,3,6,26.9,RENT,0,0
APP0015977,22,47728,0,14721,wedding,0.237,1,5,8.4,RENT,0,0
APP0015978,38,100901,19,46607,vacation,0.368,19,4,64.2,MORTGAGE,2,0
APP0015979,41,31767,7,3789,major_purchase,0.066,14,6,27.4,OWN,1,0
APP0015980,48,23360,7,11878,car,0.177,7,6,80.7,MORTGAGE,2,0
APP0015981,54,44859,4,16387,other,0.348,4,4,20.8,MORTGAGE,0,1
APP0015982,29,78671,1,36692,medical,0.219,2,3,16.4,RENT,2,1
APP0015983,21,39299,1,14489,home_improvement,0.094,1,2,51.6,RENT,1,0
APP0015984,41,43643,2,4721,major_purchase,0.192,0,6,9.2,RENT,0,0
APP0015985,44,76229,25,9842,other,0.156,23,12,11.2,RENT,0,0
APP0015986,51,65947,19,28401,debt_consolidation,0.246,17,9,4.8,MORTGAGE,0,0
APP0015987,21,76488,1,50002,major_purchase,0.198,0,3,41.4,RENT,0,0
APP0015988,39,40873,0,11307,major_purchase,0.187,19,8,10.5,MORTGAGE,2,0
APP0015989,28,65879,3,16286,debt_consolidation,0.123,3,2,45.3,MORTGAGE,0,0
APP0015990,31,77090,2,46596,medical,0.249,3,2,40.6,MORTGAGE,1,0
APP0015991,21,29003,1,6761,vacation,0.139,1,1,17.8,OWN,4,0
APP0015992,47,68529,16,9023,wedding,0.145,14,9,34.8,MORTGAGE,0,0
APP0015993,28,74729,9,15044,medical,0.221,4,3,41.6,RENT,2,0
APP0015994,55,85700,13,18255,debt_consolidation,0.205,34,8,28.8,MORTGAGE,0,0
APP0015995,32,35818,13,4426,major_purchase,0.23,7,6,11.9,RENT,0,0
APP0015996,58,50782,32,13525,major_purchase,0.274,16,4,10.4,MORTGAGE,0,0
APP0015997,40,92876,5,33989,medical,0.284,3,5,21.2,MORTGAGE,0,0
APP0015998,29,47798,8,12778,medical,0.161,6,7,20.6,RENT,1,0
APP0015999,24,63117,5,29552,vacation,0.197,5,7,14.0,MORTGAGE,0,0
APP0016000,28,36067,3,16094,home_improvement,0.128,4,2,18.5,RENT,3,1
APP0016001,46,53573,0,34223,medical,0.254,18,13,25.4,OWN,2,1
APP0016002,31,37193,12,5619,major_purchase,0.323,6,8,8.4,MORTGAGE,0,0
APP0016003,28,32559,9,19036,debt_consolidation,0.138,9,4,11.8,RENT,0,0
APP0016004,44,91204,24,16197,home_improvement,0.133,15,5,25.1,MORTGAGE,0,0
APP0016005,41,32323,7,5265,other,0.09,12,9,70.6,RENT,1,0
APP0016006,21,21737,0,3402,debt_consolidation,0.16,2,3,17.6,RENT,2,0
APP0016007,21,60925,0,11226,home_improvement,0.219,0,1,6.8,MORTGAGE,2,1
APP0016008,21,70706,1,9993,vacation,0.039,1,5,16.2,RENT,1,0
APP0016009,55,52982,19,6955,debt_consolidation,0.387,7,9,3.6,MORTGAGE,0,0
APP0016010,26,27772,2,11427,other,0.121,6,4,18.7,RENT,0,0
APP0016011,32,57474,1,10310,wedding,0.093,8,6,39.6,OWN,0,0
APP0016012,46,31898,27,4888,car,0.243,6,1,55.5,MORTGAGE,0,0
APP0016013,41,64651,22,15642,car,0.136,21,14,9.5,OWN,0,0
APP0016014,46,131831,24,33957,vacation,0.097,19,4,14.3,MORTGAGE,0,0
APP0016015,43,74106,5,15866,medical,0.222,21,12,11.2,MORTGAGE,2,0
APP0016016,24,26179,5,9511,car,0.198,2,7,15.9,RENT,1,0
APP0016017,40,40214,15,9876,medical,0.226,14,9,29.1,MORTGAGE,0,0
APP0016018,35,64857,0,20885,medical,0.231,5,1,65.1,OWN,0,0
APP0016019,45,30133,21,8569,other,0.254,23,11,13.2,RENT,1,0
APP0016020,66,52090,38,31138,medical,0.153,20,11,28.2,OWN,0,0
APP0016021,37,68453,18,30754,other,0.149,17,4,20.7,OWN,0,0
APP0016022,21,23400,2,9433,vacation,0.232,0,1,66.4,MORTGAGE,2,0
APP0016023,51,20725,23,3809,other,0.153,16,5,54.3,MORTGAGE,1,0
APP0016024,21,134073,2,29908,medical,0.217,1,2,26.2,RENT,0,0
APP0016025,36,57733,11,15790,car,0.186,5,2,20.5,OWN,1,1
APP0016026,38,41226,5,8818,debt_consolidation,0.095,19,9,27.4,OWN,0,0
APP0016027,40,64191,21,10419,debt_consolidation,0.103,3,4,20.7,OWN,1,1
APP0016028,42,51328,18,8203,wedding,0.145,10,3,29.5,RENT,0,0
APP0016029,35,72503,8,30140,home_improvement,0.246,8,9,46.5,RENT,0,0
APP0016030,42,56967,23,29839,debt_consolidation,0.193,5,4,36.7,MORTGAGE,0,1
APP0016031,54,43431,0,9336,major_purchase,0.082,24,12,24.1,RENT,1,0
APP0016032,42,43243,11,14092,home_improvement,0.209,11,6,10.5,RENT,0,1
APP0016033,50,36406,18,5745,vacation,0.181,15,5,28.7,MORTGAGE,1,1
APP0016034,46,235495,18,57341,debt_consolidation,0.184,1,5,19.4,MORTGAGE,0,0
APP0016035,46,77908,16,12714,medical,0.111,1,3,32.9,MORTGAGE,0,0
APP0016036,39,113905,3,24226,major_purchase,0.117,2,2,76.4,MORTGAGE,0,1
APP0016037,37,35103,2,29539,other,0.378,14,6,32.5,MORTGAGE,1,0
APP0016038,46,171105,14,28083,debt_consolidation,0.185,18,11,4.4,MORTGAGE,0,0
APP0016039,39,102747,5,19671,car,0.116,4,7,39.9,RENT,0,0
APP0016040,25,20000,5,11677,major_purchase,0.189,3,3,26.4,OWN,0,0
APP0016041,22,53927,0,9603,car,0.15,2,4,28.2,RENT,2,0
APP0016042,22,45337,3,10236,other,0.115,2,3,33.8,MORTGAGE,0,1
APP0016043,36,46069,2,7476,major_purchase,0.248,13,1,48.9,OWN,0,0
APP0016044,51,89262,31,92440,medical,0.35,8,7,52.1,MORTGAGE,0,0
APP0016045,70,71985,31,18769,wedding,0.096,8,6,22.0,RENT,0,0
APP0016046,24,94273,4,64489,car,0.387,1,5,17.3,RENT,1,0
APP0016047,34,54021,15,9093,medical,0.137,12,3,67.2,MORTGAGE,0,0
APP0016048,33,32824,6,15566,medical,0.153,10,6,20.8,OWN,0,0
APP0016049,21,58751,2,13739,wedding,0.252,0,2,62.9,RENT,4,1
APP0016050,49,55256,5,15576,car,0.255,8,6,3.0,MORTGAGE,0,1
APP0016051,48,79978,11,70577,home_improvement,0.295,17,5,78.3,OWN,0,0
APP0016052,39,43917,19,11092,major_purchase,0.306,19,8,61.6,RENT,1,0
APP0016053,28,75933,1,13094,vacation,0.363,9,4,3.8,RENT,1,1
APP0016054,40,38202,17,10249,wedding,0.21,6,5,56.3,RENT,1,1
APP0016055,42,34346,19,8725,home_improvement,0.194,21,6,44.9,RENT,0,0
APP0016056,38,70331,0,10796,major_purchase,0.311,14,9,64.6,MORTGAGE,0,0
APP0016057,27,76408,0,23308,wedding,0.331,7,6,9.3,RENT,2,0
APP0016058,35,72208,3,11866,other,0.226,5,2,20.9,RENT,0,0
APP0016059,51,80190,4,105893,car,0.353,0,4,69.5,RENT,3,0
APP0016060,52,31227,28,6850,wedding,0.154,12,5,46.7,OWN,0,0
APP0016061,46,85472,8,29647,home_improvement,0.118,8,4,25.5,RENT,0,0
APP0016062,42,37578,14,13500,major_purchase,0.254,6,7,51.7,RENT,1,0
APP0016063,29,41543,9,15660,major_purchase,0.428,1,3,47.0,OWN,2,0
APP0016064,39,163122,12,100048,other,0.149,6,4,33.2,MORTGAGE,0,0
APP0016065,33,22144,5,14456,other,0.28,4,6,36.1,RENT,0,1
APP0016066,27,63361,2,8562,vacation,0.039,0,6,63.6,RENT,0,1
APP0016067,44,29959,18,3743,other,0.135,12,8,8.1,RENT,0,1
APP0016068,66,32699,21,11659,major_purchase,0.184,21,6,44.8,RENT,0,0
APP0016069,42,35468,17,16075,home_improvement,0.345,1,1,34.0,MORTGAGE,2,0
APP0016070,47,103276,18,40464,debt_consolidation,0.335,25,9,14.6,MORTGAGE,0,0
APP0016071,36,55317,7,24394,debt_consolidation,0.209,3,4,53.0,MORTGAGE,0,0
APP0016072,36,54762,2,30707,wedding,0.175,16,3,10.8,MORTGAGE,0,0
APP0016073,47,98744,10,27538,debt_consolidation,0.189,5,2,16.7,MORTGAGE,0,0
APP0016074,55,48707,34,22327,wedding,0.155,26,10,29.8,RENT,0,0
APP0016075,58,20000,19,11023,vacation,0.254,22,13,2.2,MORTGAGE,0,1
APP0016076,32,115341,7,14794,other,0.173,5,4,26.9,OWN,2,0
APP0016077,54,107940,1,35379,debt_consolidation,0.177,3,1,37.3,RENT,0,0
APP0016078,50,145050,12,65935,home_improvement,0.296,4,3,38.0,MORTGAGE,1,0
APP0016079,21,50815,0,6317,vacation,0.198,0,5,26.5,RENT,0,0
APP0016080,25,40464,1,7997,car,0.111,4,2,21.6,RENT,0,1
APP0016081,24,44945,0,27587,debt_consolidation,0.386,0,4,50.0,RENT,0,1
APP0016082,47,64507,18,28665,home_improvement,0.317,19,13,29.0,OWN,0,0
APP0016083,35,53172,0,16990,car,0.261,12,5,71.9,MORTGAGE,1,0
APP0016084,54,40190,28,13295,medical,0.177,18,6,54.5,MORTGAGE,0,0
APP0016085,30,54287,8,12575,vacation,0.173,1,3,26.3,MORTGAGE,1,0
APP0016086,29,120228,6,39226,other,0.188,9,4,8.6,MORTGAGE,0,0
APP0016087,36,69395,6,17883,other,0.183,2,4,7.1,RENT,0,0
APP0016088,45,26227,0,20625,major_purchase,0.284,20,7,25.6,MORTGAGE,2,0
APP0016089,44,154716,25,21717,debt_consolidation,0.154,9,4,20.2,MORTGAGE,2,0
APP0016090,58,73307,25,16477,car,0.086,18,10,13.3,MORTGAGE,0,0
APP0016091,31,86888,12,18087,other,0.117,6,4,9.2,MORTGAGE,0,0
APP0016092,52,29159,5,12389,wedding,0.257,11,8,3.2,RENT,2,0
APP0016093,35,40951,12,7975,car,0.098,0,4,6.6,RENT,2,1
APP0016094,33,84425,7,25283,vacation,0.178,14,9,31.4,RENT,0,0
APP0016095,45,97546,15,12153,debt_consolidation,0.08,23,5,38.8,RENT,0,0
APP0016096,24,44183,2,14836,major_purchase,0.14,1,2,33.0,OWN,0,1
APP0016097,21,33818,0,14466,major_purchase,0.136,0,2,6.6,RENT,0,1
APP0016098,22,54265,1,11924,other,0.067,1,2,4.2,RENT,0,0
APP0016099,34,40756,4,4438,wedding,0.117,5,1,48.0,RENT,3,1
APP0016100,54,45773,11,5706,major_purchase,0.184,10,1,30.9,RENT,0,0
APP0016101,33,47090,0,10983,medical,0.113,13,11,21.8,OWN,0,0
APP0016102,45,39130,10,11404,car,0.078,9,6,29.2,MORTGAGE,0,0
APP0016103,55,63481,2,43787,home_improvement,0.241,11,4,24.3,MORTGAGE,0,0
APP0016104,45,37259,0,9858,debt_consolidation,0.116,6,9,68.2,RENT,3,0
APP0016105,21,54952,0,40526,medical,0.182,1,8,10.1,RENT,0,1
APP0016106,41,56913,19,31798,vacation,0.239,21,13,19.9,MORTGAGE,0,1
APP0016107,43,171195,6,118862,other,0.292,15,3,46.7,RENT,0,0
APP0016108,43,40901,3,13822,wedding,0.158,23,7,20.5,MORTGAGE,0,0
APP0016109,42,42584,7,14141,vacation,0.194,10,16,37.8,OWN,0,0
APP0016110,53,131799,18,92147,home_improvement,0.344,1,2,4.5,MORTGAGE,0,0
APP0016111,43,35135,16,7406,vacation,0.281,3,7,11.1,RENT,0,0
APP0016112,42,77957,6,42856,medical,0.158,21,11,22.1,RENT,1,0
APP0016113,53,91864,12,28959,medical,0.135,28,11,21.7,MORTGAGE,0,0
APP0016114,29,20640,2,10365,medical,0.226,4,7,50.7,RENT,2,1
APP0016115,26,54791,7,7862,other,0.071,1,3,14.8,RENT,0,0
APP0016116,42,180478,7,24812,major_purchase,0.131,19,14,46.2,OWN,1,0
APP0016117,29,48524,10,27243,major_purchase,0.191,3,3,23.4,RENT,1,1
APP0016118,50,52492,27,9181,wedding,0.34,22,6,34.2,RENT,1,0
APP0016119,38,32263,13,6143,major_purchase,0.095,19,11,30.6,RENT,2,0
APP0016120,49,30168,0,3287,car,0.152,28,11,56.5,RENT,0,0
APP0016121,57,73762,6,21615,other,0.136,4,2,6.4,MORTGAGE,0,1
APP0016122,55,104105,35,13607,other,0.145,13,7,18.4,RENT,0,0
APP0016123,44,39472,16,7317,other,0.068,13,9,25.8,MORTGAGE,0,0
APP0016124,59,73627,38,10411,major_purchase,0.21,30,11,23.1,RENT,1,0
APP0016125,43,56638,15,8044,wedding,0.129,0,4,22.4,MORTGAGE,0,0
APP0016126,42,69610,2,19701,car,0.15,13,6,23.8,MORTGAGE,0,0
APP0016127,29,20989,3,5880,wedding,0.248,0,3,19.7,RENT,2,1
APP0016128,26,45642,3,8825,vacation,0.253,3,3,19.1,MORTGAGE,1,0
APP0016129,35,35786,8,16926,major_purchase,0.236,8,11,12.4,RENT,0,0
APP0016130,26,49538,0,7199,vacation,0.073,0,3,23.4,MORTGAGE,1,1
APP0016131,37,64683,18,12424,medical,0.066,8,2,11.2,MORTGAGE,0,0
APP0016132,46,20417,19,19889,other,0.421,6,4,32.2,RENT,0,0
APP0016133,34,21819,11,6336,major_purchase,0.263,15,5,58.7,OWN,1,1
APP0016134,29,74742,1,17955,other,0.201,6,5,48.4,OWN,0,0
APP0016135,29,59980,5,10338,debt_consolidation,0.072,4,5,23.7,RENT,0,0
APP0016136,33,40950,10,17490,car,0.173,11,4,11.9,OWN,1,0
APP0016137,44,30815,1,4612,car,0.072,11,4,7.2,RENT,0,1
APP0016138,24,51570,5,14368,medical,0.21,2,2,20.1,RENT,0,0
APP0016139,55,94520,35,33793,car,0.481,31,11,26.3,OWN,0,0
APP0016140,27,50488,8,23907,vacation,0.254,5,6,9.5,RENT,0,0
APP0016141,46,76656,14,16667,wedding,0.371,20,6,39.4,RENT,0,0
APP0016142,37,50224,5,22582,home_improvement,0.158,2,1,24.4,MORTGAGE,1,0
APP0016143,21,28179,1,20908,other,0.302,2,1,22.8,RENT,2,1
APP0016144,43,134003,7,40697,vacation,0.172,20,4,57.5,MORTGAGE,1,0
APP0016145,49,65403,16,25424,major_purchase,0.177,23,14,35.2,MORTGAGE,0,0
APP0016146,44,62153,7,10555,home_improvement,0.172,5,5,40.2,RENT,1,0
APP0016147,39,45111,7,8245,debt_consolidation,0.15,9,7,26.7,RENT,0,0
APP0016148,28,50692,9,18286,home_improvement,0.194,2,3,34.2,OWN,0,0
APP0016149,50,52218,28,20399,home_improvement,0.161,13,6,21.9,RENT,0,0
APP0016150,44,20000,6,2534,car,0.117,10,13,21.6,RENT,0,0
APP0016151,39,68689,4,42471,debt_consolidation,0.217,0,3,34.5,MORTGAGE,0,0
APP0016152,23,69979,1,21850,home_improvement,0.185,4,2,40.9,MORTGAGE,3,1
APP0016153,31,50061,12,8739,wedding,0.131,0,3,23.0,MORTGAGE,0,0
APP0016154,28,40805,9,7252,home_improvement,0.283,6,5,40.7,RENT,0,0
APP0016155,45,20000,0,3792,car,0.409,16,5,22.8,MORTGAGE,0,1
APP0016156,33,38837,2,6171,medical,0.137,2,3,51.2,RENT,2,1
APP0016157,25,21172,0,4867,car,0.117,4,7,20.9,MORTGAGE,0,1
APP0016158,36,66608,14,19854,home_improvement,0.222,12,5,57.1,RENT,0,0
APP0016159,28,114321,2,35729,debt_consolidation,0.278,3,5,56.6,MORTGAGE,1,0
APP0016160,36,87573,4,21060,other,0.328,15,10,10.4,RENT,0,0
APP0016161,23,55143,3,21013,medical,0.278,2,2,21.1,RENT,2,1
APP0016162,40,44631,2,15979,vacation,0.422,4,3,40.0,MORTGAGE,1,1
APP0016163,33,27509,6,7184,other,0.108,4,6,15.9,RENT,1,1
APP0016164,52,39072,19,9491,home_improvement,0.344,31,11,8.3,RENT,1,0
APP0016165,34,59367,0,12908,vacation,0.1,13,3,16.5,RENT,0,0
APP0016166,31,20000,11,10488,other,0.175,3,7,31.9,RENT,1,1
APP0016167,68,72853,20,12646,vacation,0.192,48,18,22.3,MORTGAGE,0,0
APP0016168,28,30821,3,8413,major_purchase,0.219,0,3,15.6,RENT,2,0
APP0016169,33,39096,10,16628,major_purchase,0.188,1,1,21.8,RENT,1,1
APP0016170,33,62784,5,11356,major_purchase,0.093,10,9,60.3,MORTGAGE,0,0
APP0016171,52,53890,31,8970,other,0.091,3,2,28.4,OWN,0,0
APP0016172,21,47608,1,33038,wedding,0.322,1,4,25.6,OWN,1,0
APP0016173,53,145008,32,10993,vacation,0.107,10,4,24.5,MORTGAGE,0,0
APP0016174,38,44688,15,36877,home_improvement,0.285,12,6,37.1,OWN,0,0
APP0016175,25,32454,1,9352,vacation,0.345,2,3,13.0,RENT,0,0
